172.19.0.1 - - [30/Mar/2025:22:13:17 +0000] "GET / HTTP/1.1" 404 19 "-" "Mozilla/5.0 (Windows NT; Windows NT 10.0; ru-RU) WindowsPowerShell/5.1.22621.4391" "-"
172.19.0.1 - - [30/Mar/2025:22:15:50 +0000] "GET / HTTP/1.1" 404 19 "-" "curl/8.12.1" "-"
172.19.0.1 - - [30/Mar/2025:22:15:50 +0000] "GET / HTTP/1.1" 404 19 "-" "curl/8.12.1" "-"
172.19.0.1 - - [30/Mar/2025:22:15:50 +0000] "GET / HTTP/1.1" 404 19 "-" "curl/8.12.1" "-"
172.19.0.1 - - [30/Mar/2025:22:15:51 +0000] "GET / HTTP/1.1" 404 19 "-" "curl/8.12.1" "-"
172.19.0.1 - - [30/Mar/2025:22:15:51 +0000] "GET / HTTP/1.1" 404 19 "-" "curl/8.12.1" "-"
172.19.0.1 - - [31/Mar/2025:01:39:56 +0000] "GET /api/v1/projects/ HTTP/1.1" 200 2347 "-" "python-requests/2.32.3" "78.85.214.5, 127.0.0.1, 127.0.0.1" "172.19.0.6:8080"
172.19.0.1 - - [31/Mar/2025:01:46:39 +0000] "POST /api/v1/auth/bot/signinuser HTTP/1.1" 200 116 "-" "python-requests/2.32.3" "78.85.214.5, 127.0.0.1, 127.0.0.1" "172.19.0.5:8080"
172.19.0.1 - - [31/Mar/2025:01:46:39 +0000] "GET /api/v1/account HTTP/1.1" 200 137 "-" "python-requests/2.32.3" "78.85.214.5, 127.0.0.1, 127.0.0.1" "172.19.0.6:8080"
172.19.0.1 - - [31/Mar/2025:01:46:41 +0000] "GET /api/v1/account/integrations HTTP/1.1" 200 318 "-" "python-requests/2.32.3" "78.85.214.5, 127.0.0.1, 127.0.0.1" "172.19.0.5:8080"
172.19.0.1 - - [31/Mar/2025:01:46:42 +0000] "GET /api/v1/account/integrations HTTP/1.1" 200 318 "-" "python-requests/2.32.3" "78.85.214.5, 127.0.0.1, 127.0.0.1" "172.19.0.6:8080"
172.19.0.1 - - [31/Mar/2025:01:46:45 +0000] "GET /api/v1/projects/ HTTP/1.1" 200 2347 "-" "python-requests/2.32.3" "78.85.214.5, 127.0.0.1, 127.0.0.1" "172.19.0.5:8080"
172.19.0.1 - - [31/Mar/2025:01:46:51 +0000] "GET /api/v1/meetings?from=2025-03-31T00:00:00.000Z HTTP/1.1" 200 572 "-" "python-requests/2.32.3" "78.85.214.5, 127.0.0.1, 127.0.0.1" "172.19.0.6:8080"
172.19.0.1 - - [31/Mar/2025:01:47:13 +0000] "POST /api/v1/projects/add HTTP/1.1" 200 18 "-" "python-requests/2.32.3" "78.85.214.5, 127.0.0.1, 127.0.0.1" "172.19.0.5:8080"
172.19.0.1 - - [31/Mar/2025:01:47:14 +0000] "GET /api/v1/account/integrations HTTP/1.1" 200 318 "-" "python-requests/2.32.3" "78.85.214.5, 127.0.0.1, 127.0.0.1" "172.19.0.6:8080"
172.19.0.1 - - [31/Mar/2025:01:47:15 +0000] "GET /api/v1/projects/ HTTP/1.1" 200 2494 "-" "python-requests/2.32.3" "78.85.214.5, 127.0.0.1, 127.0.0.1" "172.19.0.5:8080"
172.19.0.1 - - [31/Mar/2025:01:47:20 +0000] "GET /api/v1/projects/17 HTTP/1.1" 200 326 "-" "python-requests/2.32.3" "78.85.214.5, 127.0.0.1, 127.0.0.1" "172.19.0.6:8080"
172.19.0.1 - - [31/Mar/2025:01:47:20 +0000] "GET /api/v1/account/integrations HTTP/1.1" 200 318 "-" "python-requests/2.32.3" "78.85.214.5, 127.0.0.1, 127.0.0.1" "172.19.0.5:8080"
172.19.0.1 - - [31/Mar/2025:01:47:23 +0000] "GET /api/v1/projects/17/statistics HTTP/1.1" 200 95 "-" "python-requests/2.32.3" "78.85.214.5, 127.0.0.1, 127.0.0.1" "172.19.0.6:8080"
172.19.0.1 - - [31/Mar/2025:01:47:28 +0000] "GET /api/v1/projects/17/commits?from=2025-03-01T00:00:00.000Z HTTP/1.1" 200 172 "-" "python-requests/2.32.3" "78.85.214.5, 127.0.0.1, 127.0.0.1" "172.19.0.5:8080"
172.19.0.1 - - [31/Mar/2025:01:47:29 +0000] "GET /api/v1/projects/17/tasks HTTP/1.1" 200 13 "-" "python-requests/2.32.3" "78.85.214.5, 127.0.0.1, 127.0.0.1" "172.19.0.6:8080"
172.19.0.1 - - [31/Mar/2025:01:48:00 +0000] "POST /api/v1/projects/17/tasks/add HTTP/1.1" 200 14 "-" "python-requests/2.32.3" "78.85.214.5, 127.0.0.1, 127.0.0.1" "172.19.0.5:8080"
172.19.0.1 - - [31/Mar/2025:01:48:08 +0000] "GET /api/v1/projects/ HTTP/1.1" 200 2494 "-" "python-requests/2.32.3" "78.85.214.5, 127.0.0.1, 127.0.0.1" "172.19.0.6:8080"
172.19.0.1 - - [31/Mar/2025:01:48:11 +0000] "GET /api/v1/projects/17 HTTP/1.1" 200 326 "-" "python-requests/2.32.3" "78.85.214.5, 127.0.0.1, 127.0.0.1" "172.19.0.5:8080"
172.19.0.1 - - [31/Mar/2025:01:48:12 +0000] "GET /api/v1/account/integrations HTTP/1.1" 200 318 "-" "python-requests/2.32.3" "78.85.214.5, 127.0.0.1, 127.0.0.1" "172.19.0.6:8080"
172.19.0.1 - - [31/Mar/2025:01:48:13 +0000] "GET /api/v1/projects/17/tasks HTTP/1.1" 200 208 "-" "python-requests/2.32.3" "78.85.214.5, 127.0.0.1, 127.0.0.1" "172.19.0.5:8080"
172.19.0.1 - - [31/Mar/2025:01:48:39 +0000] "POST /api/v1/meetings/add HTTP/1.1" 200 17 "-" "python-requests/2.32.3" "78.85.214.5, 127.0.0.1, 127.0.0.1" "172.19.0.6:8080"
172.19.0.1 - - [31/Mar/2025:01:48:40 +0000] "GET /api/v1/account/integrations HTTP/1.1" 200 318 "-" "python-requests/2.32.3" "78.85.214.5, 127.0.0.1, 127.0.0.1" "172.19.0.5:8080"
172.19.0.1 - - [31/Mar/2025:01:48:44 +0000] "GET /api/v1/meetings?from=2025-03-31T00:00:00.000Z HTTP/1.1" 200 829 "-" "python-requests/2.32.3" "78.85.214.5, 127.0.0.1, 127.0.0.1" "172.19.0.6:8080"
172.19.0.1 - - [31/Mar/2025:01:49:14 +0000] "GET /api/v1/account/integrations HTTP/1.1" 200 318 "-" "python-requests/2.32.3" "78.85.214.5, 127.0.0.1, 127.0.0.1" "172.19.0.5:8080"
172.19.0.1 - - [31/Mar/2025:04:54:26 +0000] "POST /api/v1/auth/bot/signinuser HTTP/1.1" 200 116 "-" "python-requests/2.32.3" "78.85.214.5, 127.0.0.1, 127.0.0.1" "172.19.0.7:8080"
172.19.0.1 - - [31/Mar/2025:04:54:26 +0000] "GET /api/v1/account HTTP/1.1" 200 137 "-" "python-requests/2.32.3" "78.85.214.5, 127.0.0.1, 127.0.0.1" "172.19.0.5:8080"
172.19.0.1 - - [31/Mar/2025:04:54:27 +0000] "GET /api/v1/account/integrations HTTP/1.1" 200 318 "-" "python-requests/2.32.3" "78.85.214.5, 127.0.0.1, 127.0.0.1" "172.19.0.7:8080"
172.19.0.1 - - [31/Mar/2025:04:54:28 +0000] "GET /api/v1/account/integrations HTTP/1.1" 200 318 "-" "python-requests/2.32.3" "78.85.214.5, 127.0.0.1, 127.0.0.1" "172.19.0.5:8080"
172.19.0.1 - - [31/Mar/2025:04:55:00 +0000] "GET /api/v1/account/integrations HTTP/1.1" 200 318 "-" "python-requests/2.32.3" "78.85.214.5, 127.0.0.1, 127.0.0.1" "172.19.0.7:8080"
172.19.0.1 - - [31/Mar/2025:04:55:35 +0000] "POST /api/v1/projects/add HTTP/1.1" 200 18 "-" "python-requests/2.32.3" "78.85.214.5, 127.0.0.1, 127.0.0.1" "172.19.0.5:8080"
172.19.0.1 - - [31/Mar/2025:04:55:36 +0000] "GET /api/v1/account/integrations HTTP/1.1" 200 318 "-" "python-requests/2.32.3" "78.85.214.5, 127.0.0.1, 127.0.0.1" "172.19.0.7:8080"
172.19.0.1 - - [31/Mar/2025:04:55:38 +0000] "GET /api/v1/projects/ HTTP/1.1" 200 2653 "-" "python-requests/2.32.3" "78.85.214.5, 127.0.0.1, 127.0.0.1" "172.19.0.5:8080"
